"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9796","@web Ganesh Practice","","2026-07-19","passed","2026-07-19","","RS Test.spec.js","",""
